Date,Open,High,Low,Close,Volume,Adj Close
2004-02-02,47.10,48.07,42.83,44.34,19127100,22.17
2004-01-02,45.50,50.41,44.25,46.98,23444100,23.49
2003-12-01,43.42,45.48,39.96,45.03,18763100,22.51
2003-11-03,43.74,44.77,37.95,42.99,22904200,21.50
2003-10-01,36.10,44.55,35.00,43.71,32285200,21.85
2003-09-02,33.34,38.25,33.12,35.39,27953800,17.69
2003-08-01,31.63,33.40,28.10,33.39,18374400,16.69
2003-07-01,32.86,35.79,29.56,31.13,29286200,15.56
2003-06-02,30.31,33.49,27.05,32.70,30130200,16.35
2003-05-01,24.79,30.72,24.04,29.84,25569400,14.92
2003-04-01,23.30,26.25,22.52,24.77,32200500,12.39
2003-03-03,20.79,24.99,18.47,24.02,26629800,12.01
2003-02-03,18.05,20.95,17.30,20.85,15530900,10.43
2003-01-02,16.59,20.39,16.50,18.20,23273200,9.10
2002-12-02,18.70,18.97,15.71,16.35,15395400,8.18
2002-11-01,14.70,18.80,14.50,18.27,23912000,9.14
2002-10-01,9.90,15.59,9.01,14.92,36141500,7.46
2002-09-03,10.04,11.10,8.94,9.57,19067400,4.78
2002-08-01,13.06,13.55,9.13,10.29,23051300,5.14
2002-07-01,14.76,14.86,11.11,13.17,29116300,6.59
2002-06-03,16.12,17.07,12.82,14.76,16549300,7.38
2002-05-01,14.79,18.45,14.12,16.02,16085400,8.01
2002-04-01,18.75,19.15,13.87,14.76,23112700,7.38
2002-03-01,14.93,20.54,14.93,18.47,19991900,9.23
2002-02-01,17.26,17.35,13.41,14.46,19470300,7.23
2002-01-02,18.14,21.35,16.18,17.24,26964500,8.62
2001-12-03,16.30,19.50,15.75,17.74,25198800,8.87
2001-11-01,11.07,18.09,10.67,15.57,25009100,7.78
2001-10-01,8.70,13.18,8.45,10.88,19276700,5.44
2001-09-04,11.96,12.41,8.02,8.81,23515000,4.41
2001-08-01,18.06,18.70,11.02,11.86,14678600,5.93
2001-07-02,19.66,20.87,15.31,17.62,17525800,8.81
2001-06-01,18.59,20.82,15.24,19.99,18311600,9.99
2001-05-01,20.11,23.70,16.95,18.11,18513700,9.06
2001-04-02,15.38,21.05,11.38,20.18,28922400,10.09
2001-03-01,23.56,24.44,13.50,15.75,25863100,7.88
2001-02-01,37.50,38.19,22.87,23.81,25529100,11.90
2001-01-02,30.31,43.38,24.12,37.31,43218100,18.66
2000-12-01,38.81,44.00,25.06,30.06,38882200,15.03
2000-11-01,57.78,70.62,35.19,39.63,26057000,19.82
2000-10-02,91.56,91.87,45.06,58.63,34361700,29.32
2000-09-01,117.87,119.25,88.00,91.00,20952600,45.50
2000-08-01,128.50,140.00,120.00,121.50,13904400,60.75
2000-07-03,122.50,142.69,99.87,128.69,20744100,64.35
2000-06-01,116.19,150.00,115.62,123.87,15940400,61.94
2000-05-01,134.75,139.75,111.00,113.06,18575500,56.53
2000-04-03,168.75,173.00,107.00,130.25,28127100,65.12
2000-03-01,157.50,205.63,151.00,171.38,18422400,85.69
2000-02-01,319.44,379.81,148.94,159.69,21255500,79.85
2000-01-03,442.92,500.13,303.00,322.06,47901700,80.51
1999-12-01,230.00,448.00,224.94,432.69,45796200,108.17
1999-11-01,179.50,235.25,176.88,212.75,22493800,53.19
1999-10-01,178.50,193.06,164.50,179.06,39072600,44.76
1999-09-01,148.75,187.38,139.38,179.50,33336700,44.88
1999-08-02,135.06,160.50,110.00,147.50,39987200,36.88
1999-07-01,174.38,189.25,131.06,136.44,40067200,34.11
1999-06-01,145.31,178.38,117.62,172.25,40868200,43.06
1999-05-03,171.13,175.31,120.50,148.00,28289400,37.00
1999-04-01,179.00,244.00,155.00,174.69,38072500,43.67
1999-03-01,153.56,185.88,146.13,168.38,25455800,42.10
1999-02-01,357.00,360.00,124.00,153.50,41562200,38.38
1999-01-04,242.00,445.00,239.69,354.25,65230300,44.28
1998-12-01,183.88,286.00,180.00,236.94,52988500,29.62
1998-11-02,133.06,227.75,131.75,192.00,76966800,24.00
1998-10-01,123.37,133.13,97.50,130.84,77401300,16.35
1998-09-01,66.12,134.63,59.00,129.50,75905100,16.19
1998-08-03,90.00,100.00,66.50,69.00,41369500,8.62
1998-07-01,160.13,207.50,160.00,181.94,102168400,11.37
1998-06-01,108.25,159.75,99.12,157.50,76241700,9.84
