Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,
1994,8.1,7.9,7.7,7.6,7.2,7.3,7.3,7.2,7.1,6.9,6.7,6.7, 
1995,6.8,6.6,6.6,6.7,6.6,6.7,6.7,6.7,6.7,6.6,6.6,6.7, 
1996,6.8,6.7,6.6,6.6,6.5,6.4,6.5,6.1,6.2,6.2,6.4,6.3, 
1997,6.4,6.3,6.1,6.0,5.8,5.9,5.7,5.7,5.8,5.6,5.5,5.7, 
1998,5.6,5.6,5.6,5.2,5.2,5.3,5.4,5.3,5.4,5.3,5.2,5.1, 
1999,5.2,5.3,5.0,5.2,5.0,5.1,5.1,5.0,5.0,4.9,4.8,4.8, 
2000,4.8,5.0,4.8,4.7,4.8,4.7,4.8,4.8,4.7,4.6,4.7,4.7, 
2001,5.0,5.1,5.0,5.1,5.1,5.3,5.4,5.8,5.8,6.2,6.4,6.6, 
2002,6.7,6.6,6.6,6.8,6.7,6.7,6.8,6.7,6.6,6.6,6.8,6.9, 
2003,6.9,6.9,6.9,6.9,7.0,7.2,7.1,7.1,7.1,7.0,6.8,6.6, 
2004,6.8,6.6,6.8,6.5,6.6,6.6,6.5,6.4,6.4,6.5,6.3,6.3, 
2005,6.4,6.4,6.2,6.1,6.0,6.0,5.9,5.9,5.9,5.9,5.9,5.8, 
2006,5.7,5.7,5.6,5.5,5.5,5.6,5.7,5.7,5.3,5.3,5.4,5.2, 
2007,5.6,5.4,5.3,5.4,5.3,5.5,5.5,5.5,5.5,5.6,5.5,5.8, 
2008,6.0,5.8,5.9,5.8,6.3,6.5,6.7,7.1,7.1,7.5,8.0,8.4, 
2009,9.1,9.5,9.9,10.1,10.6,10.8,10.8,10.9,11.0,11.4,11.2,11.3, 
2010,11.2,11.2,11.1,11.2,10.9,10.9,11.0,10.9,10.9,11.0,11.3,10.9, 
2011,10.7,10.6,10.3,10.4,10.3,10.7,10.7,10.6,10.5,10.4,10.2,10.0, 
2012,9.9,9.8,9.6,9.5,9.6,9.7,9.7,9.6, , , , ,
