Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,
1994,7.0,6.9,6.8,6.7,6.3,6.4,6.4,6.3,6.2,6.1,5.9,5.7, 
1995,5.8,5.7,5.7,6.0,5.9,5.8,6.0,5.9,5.8,5.8,5.8,5.9, 
1996,5.9,5.8,5.8,5.8,5.8,5.5,5.7,5.4,5.4,5.4,5.6,5.6, 
1997,5.5,5.4,5.3,5.3,5.1,5.2,5.0,5.0,5.0,4.9,4.8,4.9, 
1998,4.9,4.8,4.9,4.5,4.5,4.7,4.8,4.6,4.7,4.7,4.6,4.5, 
1999,4.5,4.6,4.4,4.5,4.3,4.4,4.5,4.4,4.4,4.3,4.3,4.2, 
2000,4.2,4.3,4.2,4.1,4.2,4.2,4.2,4.2,4.1,4.0,4.1,4.1, 
2001,4.4,4.4,4.5,4.6,4.6,4.7,4.8,5.1,5.1,5.6,5.8,5.9, 
2002,5.9,5.9,6.0,6.1,6.1,6.0,6.1,6.0,5.9,5.9,6.1,6.2, 
2003,6.1,6.2,6.2,6.3,6.4,6.6,6.5,6.4,6.3,6.2,6.1,5.9, 
2004,6.0,5.9,6.1,5.9,5.9,5.9,5.8,5.8,5.6,5.7,5.6,5.6, 
2005,5.6,5.7,5.5,5.4,5.4,5.3,5.3,5.1,5.3,5.2,5.3,5.1, 
2006,5.0,5.0,5.0,5.0,4.8,4.9,5.0,5.0,4.7,4.6,4.7,4.6, 
2007,4.9,4.8,4.6,4.7,4.7,4.8,4.9,4.9,4.8,4.9,4.9,5.2, 
2008,5.3,5.1,5.3,5.2,5.7,5.8,6.1,6.3,6.4,6.8,7.2,7.7, 
2009,8.2,8.8,9.1,9.4,9.8,10.0,9.9,10.1,10.2,10.5,10.4,10.4, 
2010,10.4,10.5,10.4,10.5,10.3,10.2,10.2,10.2,10.2,10.2,10.5,10.1, 
2011,9.7,9.6,9.4,9.6,9.5,9.7,9.7,9.6,9.6,9.5,9.3,9.1, 
2012,8.9,8.9,8.7,8.7,8.7,8.7,8.8,8.6, , , , ,
