Date,Open,High,Low,Close,Volume,Adj Close
1997-04-01,68.12,70.75,65.25,69.87,3157600,13.15
1997-03-03,71.25,76.25,67.87,68.00,3077600,12.76
1997-02-03,69.00,71.87,66.00,71.25,2839700,13.36
1997-01-02,64.25,73.12,64.25,69.00,4264200,12.90
1996-12-02,63.63,64.75,60.25,63.75,2482400,11.92
1996-11-01,58.63,63.88,58.63,63.63,3184000,11.90
1996-10-01,59.13,61.13,55.75,58.63,3177900,10.96
1996-09-03,62.13,64.06,58.25,59.00,2279700,10.97
1996-08-01,58.00,64.12,58.00,62.13,2262000,11.55
1996-07-01,57.38,59.00,55.13,58.00,2981200,10.78
1996-06-03,61.75,62.50,57.00,57.38,4166900,10.63
1996-05-01,62.38,66.25,61.00,61.63,4317200,11.41
1996-04-01,61.88,65.75,60.00,62.38,3874200,11.51
1996-03-01,56.88,64.37,56.00,62.63,4882100,11.56
1996-02-01,55.50,58.25,53.75,56.88,3632000,10.50
1996-01-02,52.88,56.50,49.13,55.50,4249200,10.24
