Date,Open,High,Low,Close,Volume,Adj Close
2002-02-04,84.20,86.50,77.52,80.94,3896200,72.92
2002-01-02,92.80,97.25,81.60,86.98,4092800,78.36
2001-12-03,88.00,95.17,85.55,92.75,2617600,83.44
2001-11-01,78.50,92.75,77.31,89.00,2893800,80.07
2001-10-01,71.36,86.50,71.00,78.16,3738200,70.32
2001-09-04,79.95,81.45,63.27,71.35,4171400,64.10
2001-08-01,83.50,87.50,75.05,80.10,2686700,71.96
2001-07-02,85.95,88.00,80.00,83.16,2510700,74.71
2001-06-01,95.49,98.14,84.50,85.80,2774000,76.97
2001-05-01,90.00,105.15,89.29,95.10,2523100,85.31
2001-04-02,85.10,102.50,77.00,91.10,3679000,81.72
2001-03-01,89.40,97.50,81.00,85.10,4363000,76.25
2001-02-01,114.90,118.85,90.25,91.75,3381600,82.20
2001-01-02,104.38,120.00,97.50,113.75,3376400,101.91
2000-12-01,82.12,108.38,80.25,106.94,2897400,95.71
2000-11-01,96.75,101.62,77.00,82.12,2063800,73.50
2000-10-02,113.12,116.88,90.88,99.81,2568100,89.33
2000-09-01,128.00,133.62,105.75,114.06,1979800,101.96
2000-08-01,99.00,129.50,97.00,129.50,2422600,115.76
2000-07-03,94.38,106.94,88.38,98.69,1582700,88.21
2000-06-01,74.56,95.94,73.63,94.78,1733400,84.62
2000-05-01,93.25,101.62,69.38,73.56,1963100,65.68
2000-04-03,108.75,110.81,79.44,93.25,2235400,83.26
2000-03-01,93.25,128.00,93.19,105.25,1597900,93.85
2000-02-01,92.87,94.00,80.69,92.50,1021000,82.48
2000-01-03,94.06,94.25,78.27,91.63,1016600,81.70
1999-12-01,74.65,94.68,74.65,94.06,790300,83.75
1999-11-01,70.40,82.89,68.22,75.02,870700,66.80
1999-10-01,60.80,73.65,57.75,70.90,1127400,63.14
1999-09-01,60.36,64.22,57.25,60.80,940100,54.03
1999-08-02,63.90,64.78,55.00,59.61,877100,52.98
1999-07-01,70.99,71.05,62.84,63.96,693600,56.72
1999-06-01,66.26,71.86,60.17,71.86,1159400,63.72
1999-05-04,75.59,76.83,62.72,67.57,3231200,59.92
