ra,dec,err_maj,err_min,err_ang,j_m,j_msig,h_m,h_msig,k_m,k_msig,rd_flg,bl_flg,cc_flg,extd_flg,id_opt,b_m_opt,r_m_opt,dist_opt,phi_opt,nopt_mchs
43.539067,29.655872,0.55,0.12,0,13.761,0.031,13.505,0.055,13.336,0.033,222,111,000,0,112500944178,16.00,14.20,0.68,81,1
41.032199,26.556322,0.21,0.15,0,16.095,0.077,15.579,0.125,15.551,0.179,222,111,000,0,112500889064,19.10,17.30,0.68,218,1
345.611328,29.822515,0.12,0.12,90,14.626,0.058,14.100,0.052,13.814,0.056,222,111,000,0,,,,,,0
346.846144,25.544027,0.29,0.25,97,16.607,0.133,15.929,0.186,15.651,0.210,222,111,000,0,,,,,,0
345.841182,24.728493,0.32,0.27,101,16.592,9.999,16.213,0.248,15.421,0.171,022,011,000,0,,,,,,0
41.448212,28.944576,0.30,0.25,103,16.651,0.127,15.870,0.144,15.756,0.195,222,111,000,0,,,,,,0
40.188186,25.559578,0.14,0.13,11,15.876,0.081,15.488,0.123,15.130,0.136,222,111,000,0,112500871357,19.00,17.10,0.47,117,1
345.668041,26.182873,0.12,0.12,90,12.126,0.031,11.712,0.029,11.661,0.031,222,111,000,0,112519920641,15.00,13.20,0.48,105,1
345.563430,25.264442,0.14,0.13,45,16.016,0.085,15.522,0.124,15.078,0.120,222,111,000,0,,,,,,0
345.660341,26.374916,0.12,0.12,90,14.942,0.040,14.432,0.053,14.197,0.065,222,111,000,0,112519920379,17.80,16.10,0.24,123,1
346.201141,26.205656,0.22,0.21,0,15.593,0.062,14.836,0.067,14.851,0.105,222,111,000,0,112519938873,20.60,17.50,0.47,32,1
346.186608,27.366060,0.22,0.18,68,16.020,0.134,15.718,0.138,15.473,0.198,222,111,000,0,112519938344,19.60,16.80,0.86,134,1
346.322374,24.978746,0.24,0.23,159,16.505,0.118,15.755,0.157,15.345,0.167,222,111,000,0,112519942987,21.20,19.00,0.51,119,1
344.657779,25.824881,0.12,0.12,90,14.374,0.039,13.871,0.042,13.709,0.044,222,111,000,0,112519884921,17.80,15.60,0.65,222,1
346.740821,28.462656,0.14,0.13,0,15.465,0.098,15.077,0.093,15.205,0.162,222,111,000,0,112519956987,16.10,14.60,3.06,112,1
344.433380,27.543331,0.18,0.12,0,15.208,0.052,15.107,0.084,14.876,0.098,222,111,000,0,112519877108,17.30,16.10,0.94,141,1
346.052292,29.536657,0.12,0.12,0,9.840,0.031,9.284,0.034,9.133,0.031,222,111,000,0,112519933606,13.00,12.00,0.48,153,1
345.866372,27.342428,0.15,0.15,90,15.871,0.083,15.678,0.142,15.529,0.173,222,111,000,0,112519927485,17.90,16.60,0.71,88,1
41.217324,24.329090,0.12,0.12,90,14.154,0.029,13.750,0.040,13.747,0.047,222,111,000,0,112500892808,17.10,15.30,0.44,111,1
346.846883,25.068512,0.12,0.12,90,13.474,0.032,13.141,0.037,13.050,0.041,222,111,000,0,112519960318,16.40,14.60,0.76,43,1
43.686077,27.193279,0.13,0.13,90,15.737,0.073,15.372,0.107,15.002,0.135,222,111,000,0,112500947606,18.10,17.10,1.44,232,1
345.889675,26.895325,0.12,0.12,90,14.563,0.039,13.954,0.043,13.909,0.051,222,111,000,0,112519928282,17.40,15.70,0.83,80,1
346.125176,26.027889,0.22,0.20,0,15.418,0.058,14.839,0.074,14.651,0.080,222,111,000,0,112519936120,20.10,17.50,0.35,137,1
44.033438,25.668304,0.18,0.15,90,14.580,0.036,14.221,0.048,14.135,0.069,222,111,000,0,112500955760,16.80,15.40,0.61,102,1
346.053863,28.451593,0.13,0.13,90,15.880,0.070,15.493,0.116,15.284,0.139,222,111,RRR,0,112519933662,18.10,16.50,0.66,128,1
345.427542,24.581976,0.23,0.13,0,15.714,0.067,15.288,0.097,15.183,0.132,222,111,000,0,112519912285,18.60,16.90,0.29,240,1
345.862994,27.571648,0.12,0.12,90,14.820,0.040,14.208,0.047,13.920,0.049,222,111,000,0,112519927342,20.60,17.80,0.85,256,1
345.610602,29.053619,0.15,0.15,90,16.041,0.084,15.875,0.160,15.601,9.999,220,110,000,0,112519918724,18.60,17.10,0.56,82,1
346.124305,29.855186,0.13,0.13,90,16.017,0.081,15.436,0.119,15.460,0.175,222,111,000,0,112519936104,20.60,17.60,0.22,87,1
346.729283,29.670450,0.19,0.12,0,14.805,0.043,14.117,0.044,13.946,0.055,222,111,000,0,112519956550,20.00,16.80,1.24,77,1
344.118346,25.836744,0.15,0.13,0,16.309,0.124,15.433,0.118,14.902,0.110,222,111,000,0,112519865675,19.40,16.90,0.79,148,1
345.663760,27.072592,0.12,0.12,90,14.888,0.043,14.574,0.063,14.378,0.070,222,111,000,0,112519920492,17.30,15.60,0.56,129,1
346.354256,28.498678,0.14,0.12,0,15.776,0.076,15.010,0.088,14.763,0.096,222,111,000,0,112519943983,17.60,15.80,0.30,121,1
346.559976,25.741272,0.14,0.12,0,15.052,0.043,14.492,0.056,14.259,0.064,222,111,000,0,112519950813,20.50,17.50,0.35,11,1
345.206455,27.211752,0.17,0.15,7,16.104,0.095,15.531,0.117,15.415,0.160,222,111,000,0,112519904605,18.90,17.10,0.72,133,1
43.594998,25.510393,0.12,0.12,90,15.662,0.061,14.892,0.098,14.665,0.105,222,111,000,0,112500945496,20.10,17.30,0.60,140,1
345.843494,25.830517,0.12,0.12,90,15.241,0.050,14.522,0.062,14.367,0.063,222,111,000,0,112519926699,20.30,17.40,0.91,60,1
346.090189,28.523928,0.23,0.22,12,16.902,0.172,15.650,0.139,15.186,0.147,222,111,000,0,112519934929,20.50,17.90,0.87,247,1
346.055137,26.944839,0.21,0.18,92,16.255,0.099,15.618,0.136,15.295,0.147,222,111,000,0,112519933707,21.10,19.40,0.68,44,1
345.138278,29.262775,0.12,0.12,90,13.256,0.037,12.693,0.035,12.539,0.035,222,111,000,0,112519902168,16.70,15.10,0.39,211,1
346.857915,28.031181,0.13,0.13,90,15.816,0.074,15.228,0.099,15.270,0.149,222,111,000,0,112519960695,18.30,16.80,0.87,114,1
344.144181,28.364653,0.32,0.26,176,16.801,9.999,16.342,0.229,15.377,0.147,022,011,000,0,,,,,,0
41.701661,23.981989,0.32,0.23,5,16.517,0.115,15.718,0.123,15.493,0.148,222,111,000,0,,,,,,0
40.402118,25.601608,0.16,0.12,90,15.234,0.049,14.552,0.058,14.300,0.063,222,111,000,0,112500875894,19.30,16.90,0.39,45,1
345.766269,27.263166,0.29,0.28,135,16.434,0.113,16.235,0.233,15.509,9.999,220,110,000,0,112519924052,18.30,17.10,0.91,127,1
345.820256,29.421122,0.12,0.12,0,9.626,0.027,8.841,0.021,8.677,0.031,212,101,000,0,112519925905,14.60,12.30,0.37,155,1
345.986279,25.150517,0.21,0.19,83,16.555,0.124,15.796,0.148,15.757,9.999,220,110,000,0,112519931470,21.00,18.70,0.09,48,1
346.297031,24.683992,0.13,0.13,90,15.569,0.058,15.237,0.091,15.262,0.135,222,111,000,0,112519942104,18.60,17.00,0.35,46,1
346.857429,27.855890,0.12,0.12,90,15.111,0.066,14.412,0.069,13.975,0.071,222,111,000,1,112519960680,18.70,16.10,1.02,129,1,2054
41.446724,25.339594,0.29,0.27,34,16.531,0.107,15.951,0.156,15.899,0.241,222,111,000,0,112500897751,19.30,17.40,0.58,207,1
346.283170,24.864294,0.13,0.13,90,14.034,0.033,13.672,0.041,13.518,0.042,222,111,000,0,112519941641,17.00,15.50,1.19,49,1
346.397311,27.296713,0.12,0.12,90,14.882,0.043,14.452,0.057,14.266,0.063,222,111,000,0,112519945368,17.30,16.00,0.52,141,1
345.364937,24.675867,0.12,0.12,90,14.731,0.043,14.416,0.054,14.086,0.053,222,111,000,0,112519910070,18.00,15.90,0.22,2,1
345.191948,26.234159,0.12,0.12,90,15.656,0.069,15.007,0.082,14.865,0.097,222,111,000,0,112519904076,21.10,18.10,1.33,231,1
345.850459,29.798174,0.13,0.12,0,14.371,0.035,13.855,0.039,13.786,0.048,222,111,000,0,112519926919,17.30,15.60,0.51,117,1
346.021340,24.577433,0.12,0.12,90,15.555,0.056,15.098,0.085,14.963,0.104,222,111,000,0,112519932626,18.80,17.00,0.35,71,1
344.899523,26.330467,0.12,0.12,90,15.066,0.051,14.567,0.061,14.449,0.075,222,111,000,0,112519893815,18.00,16.10,0.45,106,1
344.320748,27.692095,0.21,0.21,90,16.162,0.099,15.812,0.147,15.377,0.159,222,111,000,0,112519873054,18.90,17.40,0.23,135,1
42.114041,24.869438,0.13,0.12,0,14.619,0.040,13.978,0.040,13.887,0.049,222,111,000,0,112500912261,18.60,15.70,0.96,261,1
105.919195,23.351881,0.13,0.13,90,15.901,0.077,15.119,0.086,15.075,0.129,222,111,000,0,112504884496,18.80,16.40,0.26,72,1
346.005192,23.847345,0.12,0.12,90,14.920,0.044,14.507,0.056,14.518,0.079,222,111,000,0,112519932101,17.60,16.00,0.15,104,1
345.605150,29.458942,0.32,0.24,91,16.492,0.123,16.000,0.189,15.749,0.219,222,111,000,0,112519918524,21.30,18.90,0.48,196,1
344.181918,26.237288,0.12,0.12,0,15.605,0.069,15.080,0.085,14.772,0.096,222,111,000,0,112519867936,18.20,16.50,0.74,169,1
347.124596,29.708532,0.12,0.12,90,15.462,0.055,14.884,0.082,14.563,0.090,222,111,000,0,112519969422,20.30,17.80,0.93,268,1
346.166139,26.632673,0.33,0.27,71,16.609,0.135,15.823,0.158,15.827,0.229,222,111,000,0,112519937595,19.30,17.50,0.45,131,1
346.420122,27.241056,0.13,0.13,90,15.940,0.072,15.393,0.106,15.149,0.121,222,111,000,0,112519946107,21.30,18.70,0.14,194,1
347.254899,27.502403,0.25,0.22,7,16.199,0.096,15.742,0.153,15.211,0.147,222,111,000,0,112519973562,21.10,18.80,0.79,96,1
346.193707,27.823093,0.12,0.12,90,15.531,0.061,14.801,0.070,14.610,0.087,222,111,000,0,112519938622,19.60,16.90,0.89,112,1
346.670395,23.905378,0.12,0.12,90,15.359,0.053,14.846,0.080,14.862,0.098,222,111,000,0,112519954503,18.90,16.90,0.32,105,1
41.444508,29.687798,0.49,0.20,180,16.420,0.100,15.464,0.109,15.345,0.145,222,111,000,0,112500897712,20.40,17.80,0.69,183,1
345.339254,28.543821,0.23,0.20,87,16.763,0.159,15.693,0.146,15.504,0.172,222,111,000,0,112519909179,21.30,18.70,1.10,166,1
43.809775,25.281862,0.12,0.12,90,15.005,0.044,14.616,0.088,14.541,0.090,222,111,000,0,112500950537,17.80,15.80,0.18,70,1
346.013100,26.221529,0.21,0.19,90,16.137,0.096,15.548,0.126,15.360,0.157,222,111,000,0,112519932350,20.80,18.90,1.59,168,1
346.094006,27.116043,0.13,0.12,90,13.960,0.030,13.597,0.040,13.485,0.044,222,111,000,0,112519935085,16.30,14.80,0.35,135,1
344.360092,26.758118,0.12,0.12,0,11.610,0.033,11.223,0.033,11.133,0.031,222,111,000,0,112519874492,14.30,12.50,1.00,148,1
344.885386,28.386269,0.13,0.12,90,13.532,0.035,13.110,0.038,12.992,0.034,222,111,000,0,112519893292,16.10,14.90,0.20,173,1
42.288705,28.053179,0.12,0.12,90,14.190,0.030,13.475,0.037,13.267,0.037,222,111,000,0,112500916123,19.00,15.80,2.39,289,1
105.980741,21.651394,0.24,0.21,102,16.499,0.110,15.864,0.157,15.535,0.179,222,111,000,0,,,,,,0
346.183930,27.680653,0.12,0.12,90,15.040,0.043,14.412,0.054,14.306,0.068,222,111,000,0,112519938237,17.60,16.00,0.79,108,1
40.515789,24.296503,0.22,0.21,54,16.560,0.128,15.779,0.155,15.673,9.999,220,110,000,0,112500878217,18.50,17.30,0.19,133,1
344.345224,25.654016,0.19,0.16,91,16.171,0.105,15.497,0.115,15.275,0.152,222,111,000,0,112519873940,20.90,18.80,0.35,212,1
346.982214,25.739573,0.35,0.31,110,16.137,0.106,17.698,9.999,15.741,0.232,202,101,000,0,112519964916,19.00,17.40,1.41,53,1
346.337584,29.262980,0.24,0.24,162,16.577,0.131,15.984,0.183,16.040,9.999,220,110,000,0,112519943469,19.60,17.90,0.59,117,1
345.560852,24.206594,0.13,0.12,90,13.820,0.035,13.433,0.040,13.365,0.042,222,111,000,0,112519916953,16.80,14.90,0.30,71,1
346.672728,28.364714,0.18,0.12,0,15.296,0.051,14.840,0.073,14.769,0.099,222,111,000,0,112519954579,17.70,16.40,0.48,162,1
346.931028,25.822931,0.38,0.32,82,16.444,0.117,16.112,0.204,16.072,0.289,222,111,000,0,112519963156,19.00,17.60,1.48,254,1
346.510145,29.232698,0.12,0.12,0,15.536,0.057,15.363,0.106,14.963,0.113,222,111,000,0,112519949136,18.20,16.60,0.66,105,1
106.092336,18.044758,0.27,0.26,67,16.493,0.114,16.181,0.192,15.325,0.141,222,111,000,0,105004832783,20.80,17.80,0.46,88,1
345.325971,27.738478,0.12,0.12,90,15.542,0.059,14.732,0.064,14.548,0.086,222,111,000,0,112519908719,19.80,17.00,1.02,184,1
345.500449,29.956499,0.12,0.12,90,13.993,0.037,13.695,0.040,13.492,0.044,222,111,000,0,112519914802,16.50,15.30,0.56,156,1
42.483894,26.178360,0.14,0.12,90,13.913,0.031,13.570,0.038,13.582,0.042,222,111,000,0,112500920425,16.50,14.80,0.28,169,1
346.062563,27.262375,0.12,0.12,90,15.960,0.077,14.882,0.083,14.877,0.100,222,111,000,0,112519933983,20.10,17.70,0.30,107,1
40.028439,27.750114,0.12,0.12,0,15.244,0.049,14.602,0.062,14.489,0.076,222,111,000,0,112500867925,19.20,17.20,0.41,313,1
346.055985,28.668509,0.12,0.12,90,13.880,0.030,13.592,0.037,13.443,0.041,222,111,000,0,112519933742,16.50,15.00,0.54,165,1
346.046848,28.657007,0.13,0.13,90,15.969,0.082,15.299,0.113,15.289,0.151,222,111,000,0,112519933431,21.10,17.90,0.94,167,1
40.641678,24.057938,0.28,0.12,0,13.579,0.028,13.058,0.034,13.034,0.040,222,111,000,0,112500880851,17.10,14.80,0.85,289,1
344.564309,24.263636,0.12,0.12,90,14.675,0.044,14.298,0.051,14.166,0.061,222,111,000,0,112519881642,17.70,15.50,0.56,51,1
344.202922,27.739321,0.12,0.12,90,14.234,0.039,13.980,0.047,13.850,0.047,222,111,000,0,112519868685,16.00,15.20,0.27,218,1
345.989541,24.165529,0.12,0.12,90,15.205,0.048,14.810,0.076,14.402,0.074,222,111,000,0,112519931587,20.80,18.20,0.62,103,1
347.191484,26.247465,0.14,0.12,0,15.833,0.070,15.325,0.109,14.915,0.111,222,111,000,0,112519971556,20.80,18.00,0.88,310,1
344.390213,29.956255,0.16,0.12,0,15.341,0.052,14.663,0.061,14.434,0.070,222,111,000,0,112519875574,19.30,17.00,0.44,82,1
346.972958,29.813951,0.17,0.12,90,14.711,0.040,14.091,0.047,13.815,0.049,222,111,000,0,112519964622,19.90,16.90,1.22,63,1
346.273806,26.462332,0.12,0.12,90,15.571,0.061,14.835,0.070,14.709,0.092,222,111,000,0,112519941318,20.20,17.70,0.91,46,1
346.809268,26.480391,0.14,0.12,0,15.847,0.074,15.128,0.100,14.997,0.113,222,111,000,0,112519959107,19.80,17.40,0.38,338,1
346.528622,25.477186,0.29,0.26,87,16.123,0.087,15.726,0.154,15.769,0.222,222,111,000,0,112519949747,19.20,17.10,0.29,59,1
43.251584,26.202536,0.12,0.12,0,15.059,0.045,14.402,0.051,14.256,0.068,222,111,000,0,112500937669,18.90,16.40,0.51,230,1
346.304873,27.436850,0.31,0.21,59,16.562,0.161,15.891,0.190,15.305,0.287,222,111,000,2,112519942416,19.40,17.10,2.63,115,2
39.996209,29.235170,0.13,0.13,90,15.793,0.066,15.445,0.120,15.228,0.124,222,111,000,0,112500867222,18.00,16.20,0.29,112,1
43.980443,25.925522,0.18,0.17,83,15.757,0.079,15.589,0.147,15.444,0.204,222,111,000,0,112500954477,17.90,16.50,0.28,92,1
40.768388,29.970213,0.27,0.13,0,12.414,0.029,12.010,0.036,11.860,0.031,222,111,000,0,112500883506,15.70,13.50,1.09,249,1
346.255266,28.021252,0.17,0.16,107,16.379,0.157,15.401,0.117,15.409,0.182,222,111,000,0,,,,,,0
345.950767,26.235395,0.27,0.25,14,17.058,0.196,15.938,0.181,15.523,9.999,220,110,000,0,,,,,,0
105.936854,19.219732,0.20,0.19,118,16.313,0.104,15.685,0.138,15.233,0.133,222,111,000,0,105004818847,20.10,16.90,0.56,197,1
42.159084,28.930576,0.17,0.13,7,16.114,0.081,15.449,0.112,15.583,0.168,222,111,000,0,112500913258,19.30,17.20,0.30,182,1
346.186400,28.399235,0.12,0.12,90,15.106,0.044,14.407,0.057,14.288,0.070,222,111,000,0,112519938331,20.00,16.70,0.64,145,1
344.425619,25.783514,0.12,0.12,90,14.997,0.050,14.456,0.056,14.328,0.066,222,111,000,0,112519876845,18.00,16.10,0.42,47,1
40.015394,27.471792,0.30,0.28,56,16.167,0.089,15.940,0.174,15.873,0.223,222,111,000,0,,,,,,0
346.185354,25.418610,0.21,0.16,0,15.365,0.052,14.723,0.067,14.481,0.070,222,111,000,0,112519938306,21.00,18.20,1.68,69,1
346.342749,25.861814,0.12,0.12,90,12.874,0.028,12.484,0.033,12.394,0.033,222,111,000,0,112519943625,15.90,14.30,1.36,51,1
345.711936,28.092388,0.12,0.12,90,13.254,0.034,12.935,0.036,12.801,0.033,222,111,000,0,112519922110,15.80,14.40,1.08,97,1
347.003816,28.669298,0.16,0.15,0,15.672,0.066,15.678,0.154,15.273,0.153,222,111,000,0,112519965603,18.30,16.60,0.38,211,1
346.713874,24.695702,0.26,0.24,104,16.306,0.113,15.859,0.178,15.395,0.173,222,111,000,0,,,,,,0
346.804242,24.623013,0.16,0.15,0,16.419,0.117,15.517,0.135,14.998,0.122,222,111,000,0,112519958955,19.60,18.20,0.63,110,1
345.615615,25.449570,0.12,0.12,90,14.073,0.031,13.550,0.037,13.434,0.040,222,111,000,0,112519918888,17.40,15.80,0.83,75,1
40.207441,26.352362,0.19,0.15,2,16.099,0.083,15.835,0.185,15.238,0.128,222,111,000,0,,,,,,0
346.434220,26.451508,0.13,0.12,86,15.956,0.077,15.368,0.103,14.972,0.119,222,111,000,0,112519946605,21.10,18.80,0.30,238,1
44.177935,26.914104,0.12,0.12,90,15.266,0.054,14.885,0.083,14.738,0.111,222,111,000,0,112500959412,17.30,16.30,0.31,166,1
40.811464,25.295034,0.22,0.12,0,14.415,0.033,13.622,0.039,13.309,0.038,222,111,000,0,112500884436,20.20,17.30,0.14,235,1
346.114305,27.588457,0.12,0.12,90,13.296,0.031,12.817,0.037,12.712,0.035,222,111,000,0,112519935755,16.10,14.50,0.74,263,1
105.978744,18.394785,0.16,0.12,0,15.360,0.049,14.814,0.066,14.749,0.093,222,111,000,0,105004822642,18.00,16.20,0.66,161,1
346.330123,27.504080,0.12,0.12,90,15.261,0.047,14.606,0.068,14.312,0.065,222,111,000,0,112519943224,20.30,18.10,0.79,357,1
345.654505,28.467302,0.22,0.21,135,16.210,0.102,15.867,0.165,15.479,0.176,222,111,000,0,112519920185,18.80,17.30,0.76,163,1
346.212819,24.405945,0.13,0.13,90,15.855,0.072,15.158,0.089,15.141,0.124,222,111,000,0,112519939263,18.90,17.00,0.18,63,1
40.186609,28.305532,0.16,0.12,0,15.167,0.049,14.641,0.061,14.444,0.070,222,111,000,0,112500871326,18.90,16.40,0.85,196,1
344.491146,24.779451,0.12,0.12,90,14.830,0.040,14.345,0.051,14.381,0.065,222,111,000,0,112519879121,17.80,15.90,0.52,285,1
347.031095,25.861986,0.12,0.12,90,13.891,0.036,13.170,0.056,13.016,0.035,222,111,000,0,112519966495,18.80,16.00,0.72,51,1
346.220969,29.364393,0.13,0.13,90,15.532,0.060,14.988,0.076,15.185,0.125,222,111,000,0,112519939551,17.60,16.40,0.49,40,1
40.536789,24.512104,0.31,0.26,9,17.087,0.205,15.626,9.999,15.487,0.176,202,101,000,0,,,,,,0
347.018914,24.656626,0.13,0.12,176,15.711,0.066,15.124,0.097,14.940,0.121,222,111,000,0,112519966107,19.70,17.80,1.80,82,1
346.891997,29.266821,0.13,0.12,90,15.454,0.059,14.905,0.081,14.948,0.112,222,111,000,0,112519961800,17.60,16.60,0.39,94,1
345.145934,25.724060,0.29,0.27,112,16.278,0.104,15.690,0.144,15.818,0.213,222,111,000,0,112519902434,18.70,17.20,0.22,327,1
40.918994,27.427914,0.21,0.20,166,16.490,0.114,15.765,0.148,15.350,0.160,222,111,000,0,,,,,,0
42.823211,24.651171,0.17,0.13,90,15.584,0.060,15.022,0.083,15.412,0.187,222,112,000,0,112500927990,20.30,17.90,3.30,341,1
345.553685,28.863340,0.13,0.13,90,15.940,0.077,15.357,0.101,15.431,0.166,222,111,000,0,112519916699,18.10,17.00,0.59,102,1
346.276982,28.387384,0.12,0.12,90,13.876,0.033,13.472,0.039,13.400,0.042,222,111,000,0,112519941430,16.50,15.10,1.25,94,1
41.044822,27.698715,0.12,0.12,90,14.680,0.037,14.381,0.053,14.368,0.063,222,111,000,0,112500889300,16.30,15.30,0.92,213,1
42.444866,28.142956,0.12,0.12,90,14.134,0.034,13.731,0.040,13.679,0.051,222,111,000,0,112500919572,16.30,14.70,0.42,245,1
44.140906,28.483953,0.26,0.26,90,16.744,0.167,15.893,0.186,15.454,9.999,220,110,000,0,112500958435,19.00,17.70,0.66,279,1
106.104353,19.450092,0.12,0.12,90,15.514,0.055,14.889,0.076,14.876,0.098,222,111,000,0,105004833822,19.40,16.80,0.61,218,1
346.427795,29.116222,0.14,0.12,0,14.150,0.032,13.469,0.038,13.302,0.037,222,111,000,0,112519946388,18.90,16.60,0.22,194,1
347.146931,28.834356,0.12,0.12,90,9.495,0.031,8.706,0.017,8.505,0.024,212,101,000,0,112519970146,14.10,12.00,0.32,7,1
344.611645,29.996243,0.27,0.27,90,16.128,0.098,15.654,0.130,15.796,0.238,222,111,000,0,112519883402,18.40,17.00,0.46,73,1
344.611650,29.964760,0.12,0.12,90,13.495,0.035,13.115,0.036,13.020,0.035,222,111,000,0,112519883393,16.50,15.00,0.53,244,1
344.744833,29.686022,0.12,0.12,90,14.958,0.049,14.642,0.058,14.399,0.072,222,111,000,0,112519888098,18.00,16.30,0.24,99,1
346.288686,25.639877,0.12,0.12,90,14.940,0.040,14.701,0.063,14.432,0.069,222,111,000,0,112519941811,18.10,16.30,0.98,66,1
40.636830,28.305328,0.16,0.13,0,12.890,0.033,12.494,0.029,12.451,0.033,222,111,000,0,112500880724,14.80,13.20,1.29,251,1
347.060557,28.624546,0.14,0.13,0,15.492,0.059,14.983,0.087,15.339,0.162,222,111,000,0,112519967397,17.90,16.60,0.33,123,1
42.767848,27.853924,0.32,0.29,90,16.155,0.083,15.551,0.115,15.421,0.154,222,111,000,0,112500926778,18.50,16.50,0.71,173,1
40.488562,24.765198,0.12,0.12,90,14.737,0.055,14.028,0.058,13.632,0.062,222,111,000,1,112500877655,17.80,15.20,0.45,144,1,2525
346.235711,25.813656,0.31,0.29,5,16.860,0.177,16.283,0.227,15.245,0.144,222,111,000,0,,,,,,0
42.487336,27.124775,0.12,0.12,90,15.545,0.052,15.101,0.087,14.936,0.095,222,111,000,0,112500920499,18.90,16.70,1.24,194,1
41.123822,27.174994,0.12,0.12,90,13.897,0.031,13.593,0.040,13.497,0.041,222,111,000,0,112500890923,16.70,14.60,0.44,225,1
346.594120,27.881254,0.14,0.12,0,14.448,0.035,14.053,0.049,13.909,0.057,222,111,000,0,112519951987,16.90,15.60,1.47,55,1
105.949557,22.652617,0.12,0.12,90,15.108,0.044,14.753,0.066,14.646,0.082,222,111,000,0,112504886308,17.60,15.60,0.17,79,1
345.822284,26.421480,0.35,0.33,19,17.354,0.247,15.940,0.176,16.786,9.999,220,110,000,0,,,,,,0
39.983604,28.449371,0.12,0.12,0,13.063,0.033,12.652,0.031,12.560,0.035,222,111,000,0,112500866934,16.20,14.00,0.62,176,1
346.468158,25.066076,0.27,0.25,99,16.268,0.097,16.148,0.208,16.133,9.999,220,110,000,0,112519947822,18.90,17.30,0.40,54,1
344.857091,25.816017,0.13,0.12,0,11.716,0.034,11.421,0.034,11.290,0.029,222,111,000,0,112519892226,14.70,12.50,0.83,227,1
344.724085,26.007986,0.12,0.12,90,13.571,0.035,13.082,0.035,12.998,0.034,222,111,000,0,112519887333,16.70,14.70,0.46,151,1
344.678735,29.256407,0.16,0.15,135,16.112,0.092,15.550,0.127,15.760,0.223,222,111,000,0,112519885716,18.60,17.10,0.59,51,1
346.840424,27.383188,0.12,0.12,90,14.484,0.038,13.947,0.044,13.937,0.059,222,111,000,0,112519960115,17.40,15.40,0.89,107,1
346.574459,24.252192,0.21,0.17,92,16.149,0.108,15.455,0.127,15.200,0.139,222,111,000,0,112519951336,20.90,18.30,0.73,76,1
346.366649,27.056131,0.13,0.13,90,16.049,0.079,15.402,0.113,15.555,0.189,222,111,000,0,112519944346,19.00,17.20,0.56,56,1
346.360274,23.936445,0.12,0.12,90,12.808,0.031,12.298,0.031,12.103,0.032,222,111,000,0,112519944151,16.30,14.30,1.11,40,1
346.901262,28.030012,0.12,0.12,90,13.850,0.033,13.509,0.040,13.472,0.042,222,111,000,0,112519962139,16.20,15.20,0.41,108,1
42.900929,27.648409,0.12,0.12,90,15.055,0.046,14.748,0.069,14.521,0.082,222,111,000,0,112500929709,16.70,15.80,0.44,146,1
40.401585,29.830032,0.34,0.29,90,17.241,0.232,15.922,0.183,15.690,0.203,222,111,000,0,,,,,,0
42.515453,28.780546,0.14,0.13,45,16.148,0.087,15.505,0.112,14.852,0.102,222,111,000,0,,,,,,0
345.681924,25.257456,0.12,0.12,90,14.376,0.034,13.911,0.042,13.835,0.047,222,111,000,0,112519921078,17.40,16.00,0.49,274,1
41.304768,26.096767,0.14,0.12,0,15.317,0.052,14.883,0.066,14.620,0.081,222,111,000,0,112500894686,18.70,16.80,2.21,249,1
105.978849,20.128977,0.18,0.15,0,15.806,0.072,15.603,0.147,15.374,0.156,222,111,000,0,105004822626,18.10,16.50,1.16,217,1
345.937664,28.815788,0.12,0.12,90,14.326,0.038,13.650,0.042,13.457,0.040,222,111,000,0,112519929869,18.20,16.10,1.00,59,1
346.555031,24.521906,0.14,0.12,90,15.021,0.041,14.402,0.051,14.233,0.062,222,111,000,0,112519950658,19.70,17.20,0.47,80,1
40.221075,24.326647,0.12,0.12,90,15.222,0.044,14.498,0.060,14.400,0.073,222,111,000,0,112500872010,19.50,16.70,0.44,313,1
344.869765,27.882330,0.15,0.13,84,16.280,0.113,15.495,0.128,15.008,0.116,222,111,000,0,112519892697,18.30,17.50,0.70,183,1
345.307067,29.736404,0.23,0.20,3,16.826,0.155,15.983,0.174,16.399,9.999,220,110,000,0,112519908115,20.80,18.80,0.31,150,1
344.778132,25.871786,0.21,0.21,86,16.507,0.127,15.821,0.152,15.233,0.138,222,111,000,0,,,,,,0
344.733663,25.562473,0.12,0.12,90,12.436,0.033,11.886,0.033,11.730,0.032,222,111,000,0,112519887695,16.50,13.80,0.14,100,1
346.866159,24.738472,0.12,0.12,90,8.769,0.022,8.118,0.019,7.989,0.018,111,000,000,0,112519960942,12.70,11.20,0.52,254,1
347.250596,29.805807,0.40,0.34,78,16.445,0.120,15.847,0.176,16.137,0.302,222,111,000,0,112519973405,18.60,17.30,0.40,154,1
346.585688,29.328379,0.14,0.13,41,15.972,0.076,15.414,0.109,15.031,0.111,222,111,000,0,112519951718,20.60,18.40,1.10,174,1
346.694770,27.071358,0.18,0.16,96,16.342,0.107,15.479,0.125,15.532,0.183,222,111,000,0,112519955356,20.50,18.10,0.57,113,1
40.041021,25.772655,0.12,0.12,90,15.723,0.065,15.043,0.078,14.832,0.101,222,111,000,0,112500868219,20.60,18.10,0.63,248,1
43.033194,25.168440,0.13,0.12,0,11.671,0.027,11.125,0.031,10.962,0.031,222,111,000,0,112500932711,15.40,13.00,0.53,249,1
